,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscVal,YrSold,SalePrice,Distance_from_centre,Gar2,Othr,Shed,New,Abnorml,AdjLand,Alloca,Family,Normal,Partial
195,160,6,24.0,2280,2,0,0,0,0,3,0,NPkVill,0,0,0,7.0,6,6,44,44,2,3,9,1,2,0.0,3,3,4,4,3,1,5,566,1,0,289,855,4,3,1,5,855,601,0,1456,0,0,2,1,3,1,3,7,0,1,3,5,44.0,1,2,440,3,3,2,87,0,0,0,0,0,0,0,0,11,148500,257.23668357399214,0,0,0,0.0,0,0,0,0,1,0
196,20,6,79.0,9416,2,0,0,0,0,0,0,Somerst,0,0,4,6.0,7,5,13,13,5,3,12,12,4,205.0,5,3,6,5,3,1,6,1126,1,0,600,1726,4,5,1,5,1726,0,0,1726,1,0,2,0,3,1,5,8,0,1,4,5,13.0,3,3,786,3,3,2,171,138,0,0,266,0,0,0,0,13,311872,3.1800075924453686,0,0,0,1.0,0,0,0,0,0,1
197,75,6,174.0,25419,2,0,0,0,0,1,0,NAmes,-1,0,4,7.0,8,4,102,30,2,3,4,4,2,0.0,4,4,6,3,3,1,6,1036,2,184,140,1360,4,4,1,5,1360,1360,392,3112,1,1,2,0,4,1,4,8,0,1,5,2,102.0,1,2,795,3,3,2,0,16,552,0,0,512,4,4,0,14,235000,6.7699506878762605,0,0,0,0.0,1,0,0,0,0,0
198,75,8,92.0,5520,2,0,0,0,0,1,0,OldTown,0,0,4,8.0,6,6,108,70,2,3,5,5,2,0.0,3,3,4,3,3,1,1,0,1,0,755,755,4,5,1,5,929,929,371,2229,0,0,1,0,5,1,3,8,0,0,0,0,,0,0,0,0,0,2,0,198,30,0,0,0,0,3,0,11,104000,189.79503364112892,0,0,0,0.0,1,0,0,0,0,0
199,20,6,76.0,9591,2,0,0,0,0,0,0,NridgHt,0,0,4,6.0,8,5,16,15,5,3,11,11,3,262.0,4,3,6,5,3,3,6,1088,1,0,625,1713,4,5,1,5,1713,0,0,1713,1,0,2,0,3,1,5,7,0,1,4,5,16.0,3,3,856,3,3,2,0,26,0,0,170,0,0,0,0,11,274900,4.624059644351767,0,0,0,0.0,0,0,0,0,1,0
200,20,8,80.0,8546,2,0,0,0,0,1,0,Edwards,0,0,4,6.0,4,5,17,16,2,3,11,11,2,0.0,3,3,6,4,3,1,1,0,1,0,1121,1121,4,5,1,5,1121,0,0,1121,0,0,2,0,2,1,3,5,0,0,0,5,17.0,2,2,440,3,3,2,132,64,0,0,0,0,0,0,0,10,140000,5.751163919564166,0,0,0,0.0,0,0,0,0,1,0
201,20,6,75.0,10125,2,0,0,0,0,0,0,Mitchel,0,0,4,6.0,6,6,43,43,2,3,9,9,2,0.0,3,3,4,3,3,1,5,641,2,279,276,1196,4,3,1,5,1279,0,0,1279,0,1,2,0,3,1,3,6,0,2,2,2,40.0,1,2,473,3,3,2,238,83,0,0,0,0,0,3,0,12,171500,4.209013064802914,0,0,0,0.0,0,0,0,0,1,0
202,50,6,50.0,7000,2,0,0,0,0,1,0,OldTown,-1,0,4,3.0,6,6,96,70,2,3,6,6,2,0.0,3,4,2,2,3,1,2,617,1,0,0,617,4,4,1,5,865,445,0,1310,0,0,2,0,2,1,3,6,1,0,0,5,96.0,1,1,398,3,3,2,0,0,126,0,0,0,0,0,0,14,112000,189.79503364112892,0,0,0,0.0,0,0,0,0,1,0
203,120,8,0.0,4438,2,0,0,0,0,0,0,CollgCr,0,0,1,6.0,6,5,16,16,2,3,11,11,3,205.0,4,3,6,4,3,3,6,662,1,0,186,848,4,5,1,5,848,0,0,848,1,0,1,0,1,1,4,3,0,1,4,5,16.0,2,2,420,3,3,2,149,0,0,0,0,0,0,0,0,12,149000,2.755615357369807,0,0,0,0.0,0,0,0,0,1,0
204,50,8,50.0,3500,2,1,0,0,0,0,0,OldTown,0,0,4,3.0,5,7,73,70,2,3,3,3,2,0.0,3,3,4,3,3,1,2,312,1,0,408,720,4,3,1,5,720,564,0,1284,0,0,1,1,2,1,3,5,0,0,0,2,72.0,1,1,240,3,3,2,0,35,0,0,0,0,0,1,0,11,110000,189.79503364112892,0,0,0,0.0,0,0,0,0,1,0
205,20,6,99.0,11851,2,0,0,0,0,1,0,Gilbert,0,0,4,6.0,7,5,30,30,2,3,7,7,2,0.0,3,3,6,4,3,1,1,0,1,0,1424,1424,4,5,1,5,1442,0,0,1442,0,0,2,0,3,1,3,5,0,0,0,5,30.0,2,2,500,3,3,2,0,34,0,508,0,0,0,0,0,11,180500,9.346368846857985,0,0,0,0.0,0,0,0,0,1,0
206,20,6,40.0,13673,2,0,1,0,0,2,0,Sawyer,-1,0,4,6.0,5,5,58,58,2,3,7,7,2,0.0,3,4,4,3,3,1,1,0,1,0,1140,1140,4,3,1,5,1696,0,0,1696,0,0,1,1,3,1,3,8,2,1,3,5,58.0,2,1,349,3,3,2,0,30,0,0,0,0,0,0,0,13,143900,4.9649151989870015,0,0,0,0.0,0,0,0,0,1,0
207,20,6,0.0,12493,2,0,1,0,0,0,0,NAmes,0,0,4,6.0,4,5,60,60,2,3,5,5,2,0.0,3,3,6,3,3,1,5,419,3,306,375,1100,4,3,1,5,1100,0,0,1100,1,0,1,0,3,1,3,6,0,1,1,5,60.0,2,1,312,3,3,2,355,0,0,0,0,0,0,2,0,12,141000,6.7699506878762605,0,0,0,0.0,0,0,0,0,1,0
208,60,6,0.0,14364,2,0,1,3,0,0,1,SawyerW,0,0,4,7.0,7,5,32,31,2,3,9,9,3,128.0,4,3,4,4,3,4,6,1065,1,0,92,1157,4,5,1,5,1180,882,0,2062,1,0,2,1,3,1,3,7,0,1,4,5,32.0,3,2,454,3,3,2,60,55,0,0,154,0,0,0,0,13,277000,4.9649151989870015,0,0,0,0.0,0,0,0,0,1,0
209,20,6,75.0,8250,2,0,0,0,0,0,0,NAmes,0,0,4,6.0,6,7,56,56,5,3,7,7,4,260.0,3,3,4,4,3,1,3,787,1,0,305,1092,4,5,1,5,1092,0,0,1092,1,0,1,0,3,1,3,6,0,0,0,5,56.0,2,2,504,3,4,2,0,0,0,0,0,0,0,3,0,12,145000,6.7699506878762605,0,0,0,0.0,0,0,0,0,1,0
210,30,6,67.0,5604,2,0,0,0,0,0,0,Edwards,0,0,4,6.0,5,6,95,70,2,3,4,4,2,0.0,3,3,4,3,3,1,3,468,1,0,396,864,4,3,0,4,864,0,0,864,1,0,1,0,2,1,3,5,0,0,0,0,,0,0,0,0,0,2,0,0,96,0,0,0,0,0,0,12,98000,5.751163919564166,0,0,0,0.0,0,0,0,0,1,0
211,20,6,83.0,10420,2,0,0,0,0,1,0,Edwards,0,0,4,6.0,6,5,11,11,2,3,11,11,2,0.0,3,3,6,4,3,2,6,36,1,0,1176,1212,4,5,1,5,1212,0,0,1212,0,0,2,0,3,1,4,6,0,0,0,5,11.0,2,2,460,3,3,2,100,22,0,0,0,0,0,0,0,10,186000,5.751163919564166,0,0,0,0.0,0,0,0,0,1,0
212,60,3,72.0,8640,2,0,0,0,0,0,0,Somerst,0,0,4,7.0,7,5,11,11,2,3,11,11,2,0.0,3,3,6,4,3,1,6,822,1,0,78,900,4,5,1,5,932,920,0,1852,1,0,2,1,3,1,4,7,0,1,3,5,11.0,2,2,644,3,3,2,168,108,0,0,0,0,0,0,0,11,252678,3.1800075924453686,0,0,0,1.0,0,0,0,0,0,1
213,20,6,43.0,13568,2,0,2,0,0,2,0,CollgCr,0,0,4,6.0,5,5,25,25,2,3,11,11,2,0.0,3,3,6,4,3,1,5,716,1,0,274,990,4,5,1,5,990,0,0,990,0,1,1,0,3,1,3,5,0,0,0,5,24.0,1,2,576,3,3,2,224,0,0,0,0,0,0,0,0,14,156000,2.755615357369807,0,0,0,0.0,0,0,0,0,1,0
214,60,6,0.0,10900,2,0,1,0,0,3,0,CollgCr,0,0,4,7.0,6,7,43,43,2,3,7,7,3,153.0,3,3,4,4,3,1,6,378,1,0,311,689,4,5,1,5,689,703,0,1392,0,0,1,1,3,1,3,6,0,0,0,5,43.0,3,1,299,3,3,2,0,36,0,0,0,0,0,3,450,10,161750,2.755615357369807,0,0,1,0.0,0,0,0,0,1,0
215,20,6,72.0,10011,2,0,1,0,0,0,0,NAmes,0,0,4,6.0,5,6,63,24,2,3,7,7,3,64.0,3,3,4,3,3,1,4,360,1,0,710,1070,4,3,1,5,1236,0,0,1236,0,1,1,0,2,1,4,6,1,1,2,5,63.0,1,1,447,3,3,2,0,0,0,0,0,0,0,3,0,14,134450,6.7699506878762605,0,0,0,0.0,0,0,0,0,1,0
216,20,6,65.0,8450,2,0,0,0,0,0,0,CollgCr,0,0,4,6.0,7,5,16,16,2,3,11,11,3,266.0,4,3,6,4,3,2,6,946,1,0,490,1436,4,5,1,5,1436,0,0,1436,1,0,2,0,3,1,4,8,0,0,0,5,16.0,1,2,484,3,3,2,139,98,0,0,0,0,0,0,0,12,210000,2.755615357369807,0,0,0,0.0,0,0,0,0,1,0
217,70,8,57.0,9906,2,1,0,0,0,0,0,OldTown,0,0,4,7.0,4,4,95,70,2,3,6,6,2,0.0,3,3,4,3,3,1,1,0,1,0,686,686,4,2,0,5,810,518,0,1328,0,0,1,0,3,1,3,8,0,0,0,2,80.0,1,1,210,3,3,2,0,172,60,0,0,0,0,0,0,14,107000,189.79503364112892,0,0,0,0.0,0,0,0,1,0,0
218,50,6,0.0,15660,2,0,1,0,0,1,0,Crawfor,0,0,4,3.0,7,9,81,14,2,3,11,11,3,312.0,4,4,4,3,3,1,4,341,1,0,457,798,4,5,1,5,1137,817,0,1954,0,1,1,1,3,1,4,8,0,2,3,5,81.0,1,2,431,3,3,2,0,119,150,0,0,0,0,0,0,12,311500,0.8656348122851083,0,0,0,0.0,0,0,0,0,1,0
219,120,6,43.0,3010,2,0,0,0,0,0,0,Blmngtn,0,0,1,6.0,7,5,15,14,2,3,11,11,3,16.0,4,3,6,4,3,3,6,16,1,0,1232,1248,4,5,1,5,1248,0,0,1248,0,0,2,0,2,1,4,5,0,0,0,5,15.0,3,2,438,3,3,2,108,0,0,0,0,0,0,0,0,14,167240,3.2629618173985437,0,0,0,1.0,0,0,0,0,0,1
220,20,6,73.0,8990,2,0,1,0,0,0,0,CollgCr,0,0,4,6.0,7,5,14,14,2,3,11,11,2,0.0,4,3,6,4,3,2,1,0,1,0,1498,1498,4,5,1,5,1498,0,0,1498,0,0,2,0,2,1,4,5,0,0,0,5,14.0,2,2,675,3,3,2,351,33,0,0,0,0,0,0,0,14,204900,2.755615357369807,0,0,0,1.0,0,0,0,0,0,1
221,60,6,0.0,8068,2,0,1,0,0,0,0,Gilbert,0,0,4,7.0,6,5,18,18,2,3,11,11,2,0.0,4,3,6,4,3,1,1,0,1,0,1010,1010,4,5,1,5,1010,1257,0,2267,0,0,2,1,4,1,4,8,0,1,3,6,18.0,2,2,390,3,3,2,120,46,0,0,0,0,0,0,0,11,200000,9.346368846857985,0,0,0,0.0,0,0,0,0,1,0
222,60,6,85.0,11475,2,0,0,0,0,0,0,NWAmes,-1,0,4,7.0,6,6,45,45,2,3,11,11,2,0.0,3,3,4,4,3,1,5,550,1,0,163,713,4,3,1,5,811,741,0,1552,1,0,2,1,3,1,3,6,0,1,3,5,45.0,2,2,434,3,3,2,209,208,0,0,0,0,0,3,0,14,179900,6.7699506878762605,0,0,0,0.0,0,0,0,0,1,0
223,20,6,70.0,10500,2,0,0,0,0,3,0,NAmes,0,0,4,6.0,4,6,49,49,2,3,7,7,2,0.0,3,3,4,3,3,1,5,524,2,180,160,864,4,4,1,5,864,0,0,864,0,0,1,0,2,1,3,4,0,0,0,2,31.0,1,2,576,3,3,2,216,0,0,0,0,0,0,0,0,11,97000,6.7699506878762605,0,0,0,0.0,1,0,0,0,0,0
224,20,6,103.0,13472,2,0,0,0,0,0,0,NridgHt,0,0,4,6.0,10,5,17,17,5,3,11,11,3,922.0,5,3,6,5,3,4,6,56,1,0,2336,2392,4,5,1,5,2392,0,0,2392,0,0,2,0,3,1,5,8,0,1,5,5,17.0,3,3,968,3,3,2,248,105,0,0,0,0,0,0,0,11,386250,4.624059644351767,0,0,0,0.0,0,0,0,0,1,0
225,160,8,21.0,1680,2,0,0,0,0,0,0,BrDale,0,0,0,7.0,5,5,49,49,2,3,7,7,3,142.0,3,3,4,3,3,1,1,0,1,0,630,630,4,3,1,5,630,672,0,1302,0,0,2,1,3,1,3,6,0,0,0,2,29.0,1,1,280,3,3,2,0,0,0,0,0,0,0,0,0,11,112000,3.050035364629742,0,0,0,0.0,1,0,0,0,0,0
226,60,6,82.0,9950,2,0,1,0,0,0,0,NoRidge,0,0,4,7.0,7,5,25,25,2,3,11,11,3,290.0,4,3,6,4,3,1,6,565,1,0,638,1203,4,5,1,5,1214,1306,0,2520,0,0,2,1,4,1,4,9,0,1,3,5,25.0,2,3,721,3,3,2,224,114,0,0,0,0,0,0,0,13,290000,4.8323299181983845,0,0,0,0.0,1,0,0,0,0,0
227,160,8,21.0,1869,2,0,0,0,0,0,0,BrDale,0,0,0,7.0,6,6,50,50,2,3,7,7,3,127.0,3,3,4,3,3,1,3,321,1,0,162,483,4,3,1,5,483,504,0,987,0,0,1,1,2,1,3,5,0,0,0,2,33.0,1,1,280,3,3,2,0,0,0,0,0,0,0,0,0,12,106000,3.050035364629742,0,0,0,0.0,0,0,0,0,1,0
228,20,6,70.0,8521,2,0,0,0,0,3,0,Sawyer,-1,0,4,6.0,5,5,53,53,2,3,7,7,2,0.0,3,3,4,3,3,1,5,842,1,0,70,912,4,3,1,5,912,0,0,912,0,0,1,0,3,1,3,5,0,1,2,2,46.0,1,1,336,3,3,2,0,0,0,0,0,0,0,3,0,10,125000,4.9649151989870015,0,0,0,0.0,0,0,0,0,1,0
229,120,6,43.0,3182,2,0,0,0,0,0,0,Blmngtn,0,0,1,6.0,7,5,15,14,2,3,11,11,3,16.0,4,3,6,4,3,3,6,16,1,0,1357,1373,4,5,1,5,1555,0,0,1555,0,0,2,0,2,1,4,7,0,1,3,5,15.0,3,2,430,3,3,2,143,20,0,0,0,0,0,0,0,11,192500,3.2629618173985437,0,0,0,0.0,0,0,0,0,1,0
230,20,6,73.0,8760,2,0,0,0,0,0,0,NAmes,0,0,4,6.0,6,6,61,61,5,3,6,6,3,220.0,3,3,4,3,3,1,1,0,1,0,1194,1194,4,3,1,5,1194,0,0,1194,1,0,1,0,3,1,3,6,0,0,0,5,61.0,2,1,312,3,3,2,0,0,120,0,0,0,0,0,0,10,148000,6.7699506878762605,0,0,0,0.0,0,0,0,0,1,0
231,60,6,174.0,15138,2,0,1,0,0,0,0,NoRidge,0,0,4,7.0,8,5,25,24,2,3,11,11,3,506.0,4,3,6,4,3,1,6,689,1,0,773,1462,4,5,1,5,1490,1304,0,2794,1,0,2,1,4,1,5,9,0,1,3,5,25.0,3,3,810,3,3,2,0,146,202,0,0,0,0,0,0,11,403000,4.8323299181983845,0,0,0,0.0,0,0,0,0,1,0
232,160,8,21.0,1680,2,0,0,0,0,0,0,BrDale,0,0,0,7.0,6,5,48,48,2,3,7,7,3,297.0,3,3,4,3,3,1,1,0,1,0,483,483,4,3,1,5,483,504,0,987,0,0,1,1,2,1,3,5,0,1,1,5,48.0,1,1,288,3,3,2,0,0,0,0,0,0,0,0,0,14,94500,3.050035364629742,0,0,0,0.0,0,0,0,0,1,0
233,20,6,75.0,10650,2,0,0,0,0,1,0,CollgCr,0,0,4,6.0,5,6,44,44,2,3,7,7,2,0.0,3,3,4,3,4,3,2,182,5,712,0,894,4,3,1,5,894,0,0,894,1,0,1,0,3,1,3,5,0,0,0,5,44.0,1,1,308,3,3,2,365,0,0,0,0,0,0,3,0,10,128200,2.755615357369807,0,0,0,0.0,0,0,0,0,1,0
234,60,6,0.0,7851,2,0,0,0,0,0,0,Gilbert,0,0,4,7.0,6,5,18,18,2,3,11,11,2,,4,3,6,4,3,1,6,625,1,0,235,860,4,5,1,5,860,1100,0,1960,1,0,2,1,4,1,4,8,0,2,3,6,18.0,3,2,440,3,3,2,288,48,0,0,0,0,0,0,0,10,216500,9.346368846857985,0,0,0,0.0,0,0,0,0,1,0
235,160,8,21.0,1680,2,0,0,0,0,0,0,BrDale,0,0,1,7.0,6,3,49,49,2,3,7,7,3,604.0,3,3,4,3,3,1,5,358,1,0,125,483,4,3,1,5,483,504,0,987,0,0,1,1,2,1,3,5,0,0,0,2,49.0,1,1,264,3,3,2,0,0,0,0,0,0,0,0,0,12,89500,3.050035364629742,0,0,0,0.0,0,0,0,0,1,0
236,20,6,65.0,8773,2,0,0,0,0,3,0,CollgCr,0,0,4,6.0,7,5,16,16,2,3,11,11,3,98.0,4,3,6,4,3,3,6,24,1,0,1390,1414,4,5,1,5,1414,0,0,1414,0,0,2,0,3,1,4,6,0,0,0,5,16.0,2,2,494,3,3,2,132,105,0,0,0,0,0,0,0,10,185500,2.755615357369807,0,0,0,0.0,0,0,0,0,1,0
237,60,6,0.0,9453,2,0,1,0,0,2,0,SawyerW,-1,0,4,7.0,7,7,27,17,2,3,7,7,2,0.0,4,3,6,4,3,1,4,402,1,0,594,996,4,5,1,5,1014,730,0,1744,0,0,2,1,3,1,4,7,0,0,0,5,27.0,2,2,457,3,3,2,370,70,0,238,0,0,0,0,0,10,194500,4.9649151989870015,0,0,0,0.0,0,0,0,0,1,0
238,20,6,93.0,12030,2,0,0,0,0,0,0,NridgHt,0,0,4,6.0,8,5,13,13,5,3,11,11,3,254.0,5,3,6,5,3,1,1,0,1,0,1694,1694,4,5,1,5,1694,0,0,1694,0,0,2,0,3,1,4,7,0,0,0,5,13.0,3,3,818,3,3,2,168,228,0,0,0,0,0,0,0,13,318000,4.624059644351767,0,0,0,1.0,0,0,0,0,0,1
239,50,6,52.0,8741,2,0,0,0,0,0,0,Edwards,0,0,4,3.0,6,4,75,70,2,3,11,11,2,0.0,3,3,4,3,2,1,2,94,1,0,641,735,4,3,1,4,798,689,0,1487,0,0,1,1,3,1,3,7,0,1,4,2,71.0,1,1,220,3,3,2,0,140,0,0,0,0,0,3,0,10,113000,5.751163919564166,0,0,0,0.0,0,0,0,0,1,0
240,20,3,75.0,9000,2,0,0,0,0,0,0,Somerst,0,0,4,6.0,8,5,12,12,2,3,11,11,4,36.0,4,3,6,4,3,3,6,1078,1,0,488,1566,4,5,1,5,1566,0,0,1566,1,0,2,0,3,1,4,7,0,0,0,5,12.0,2,2,750,3,3,2,144,168,0,0,0,0,0,0,0,10,262500,3.1800075924453686,0,0,0,0.0,0,0,0,0,1,0
241,30,8,40.0,3880,2,0,0,0,0,0,0,OldTown,0,0,4,6.0,5,9,75,23,2,3,11,11,2,0.0,3,4,4,3,3,1,5,329,1,0,357,686,4,4,1,5,866,0,0,866,0,0,1,0,2,1,4,4,0,0,0,0,,0,0,0,0,0,2,58,42,0,0,0,0,0,0,0,13,110500,189.79503364112892,0,0,0,0.0,0,0,0,0,1,0
242,50,8,63.0,5000,2,0,0,0,0,1,0,OldTown,0,0,4,3.0,5,4,120,70,2,3,5,5,2,0.0,3,3,2,3,3,1,1,0,1,0,540,540,4,4,0,4,889,551,0,1440,0,0,1,0,3,1,3,6,0,0,0,5,80.0,1,1,352,2,3,2,0,0,77,0,0,0,0,0,0,14,79000,189.79503364112892,0,0,0,0.0,0,0,0,0,1,0
243,160,6,75.0,10762,2,0,0,0,0,1,0,SawyerW,0,0,1,7.0,6,6,40,40,2,3,9,9,2,0.0,3,3,4,4,3,1,1,0,1,0,626,626,4,3,1,5,626,591,0,1217,0,0,1,1,3,1,3,6,0,1,3,5,40.0,2,1,288,3,3,2,0,28,0,0,0,0,0,0,0,11,120000,4.9649151989870015,0,0,0,0.0,0,0,0,0,1,0
244,60,6,0.0,8880,2,0,1,0,0,0,0,SawyerW,0,0,4,7.0,7,5,26,18,2,3,11,11,2,0.0,4,3,6,4,3,1,6,695,1,0,253,948,4,5,1,5,1222,888,0,2110,1,0,2,1,3,1,4,8,0,2,2,5,26.0,2,2,463,3,3,2,0,130,0,0,0,0,0,0,0,10,205000,4.9649151989870015,0,0,0,0.0,0,0,0,0,1,0
245,20,6,80.0,10400,2,0,0,0,0,0,0,NWAmes,0,0,4,6.0,7,5,32,32,2,3,5,5,3,102.0,3,3,4,4,3,3,6,929,1,0,916,1845,4,4,1,5,1872,0,0,1872,0,1,2,0,3,1,3,6,0,1,3,5,32.0,3,2,604,3,3,2,197,39,0,0,0,0,0,0,0,14,241500,6.7699506878762605,0,0,0,0.0,0,0,0,0,1,0
246,190,8,69.0,9142,2,1,0,0,0,0,0,OldTown,0,0,3,7.0,6,8,110,70,2,3,3,3,2,0.0,3,2,5,2,3,1,1,0,1,0,1020,1020,4,4,0,2,908,1020,0,1928,0,0,2,0,4,2,2,9,0,0,0,2,110.0,1,1,440,1,1,2,0,60,112,0,0,0,0,0,0,14,137000,189.79503364112892,0,0,0,0.0,0,0,0,0,1,0
247,20,6,75.0,11310,2,0,0,0,0,0,0,NAmes,0,0,4,6.0,6,5,66,66,5,3,5,10,2,0.0,3,3,4,3,3,1,1,0,1,0,1367,1367,4,5,1,5,1375,0,0,1375,0,0,1,0,2,1,3,5,0,1,3,5,66.0,1,2,451,3,3,2,0,30,0,0,0,0,0,0,0,14,140000,6.7699506878762605,0,0,0,0.0,0,0,0,0,1,0
248,60,6,72.0,11317,2,0,0,0,0,0,0,CollgCr,0,0,4,7.0,7,5,17,17,2,3,11,11,3,101.0,4,3,6,4,3,1,1,0,1,0,840,840,4,5,1,5,840,828,0,1668,0,0,2,1,3,1,4,8,0,0,0,5,17.0,2,2,500,3,3,2,144,68,0,0,0,0,0,0,0,13,180000,2.755615357369807,0,0,0,0.0,0,0,0,0,1,0
249,50,6,0.0,159000,2,0,2,3,0,2,2,ClearCr,0,0,4,3.0,6,7,62,14,2,3,5,7,1,472.0,4,3,4,4,3,4,3,697,1,0,747,1444,4,4,1,5,1444,700,0,2144,0,1,2,0,4,1,4,7,0,2,3,5,62.0,3,2,389,3,3,2,0,98,0,0,0,0,0,0,500,13,277000,29.58123404832435,0,0,1,0.0,0,0,0,0,1,0
250,30,6,55.0,5350,2,0,1,0,0,0,0,BrkSide,0,0,4,6.0,3,2,80,54,2,3,5,9,2,0.0,3,1,4,3,3,1,1,0,1,0,728,728,4,5,1,5,1306,0,0,1306,0,0,1,0,3,1,2,6,3,0,0,0,,0,0,0,0,0,2,263,0,0,0,0,0,0,2,450,10,76500,0.0578043829422743,0,0,1,0.0,0,0,0,0,1,0
251,120,8,44.0,4750,2,0,1,2,0,0,1,Crawfor,0,0,1,6.0,8,5,14,13,5,3,11,11,4,481.0,4,3,6,4,3,4,6,1573,1,0,0,1573,4,5,1,5,1625,0,0,1625,1,1,2,0,2,1,4,5,0,1,4,5,14.0,3,2,538,3,3,2,123,0,0,0,153,0,0,0,0,13,235000,0.8656348122851083,0,0,0,0.0,0,0,0,1,0,0
252,60,6,65.0,8366,2,0,1,0,0,0,0,SawyerW,0,0,4,7.0,6,5,16,16,2,3,11,11,2,0.0,4,3,6,4,3,1,1,0,1,0,798,798,4,5,1,5,798,842,0,1640,0,0,2,1,3,1,4,6,0,0,0,5,16.0,2,2,520,3,3,2,138,45,0,0,0,0,0,0,0,12,173000,4.9649151989870015,0,0,0,0.0,0,0,0,0,1,0
253,80,6,85.0,9350,2,0,0,0,0,0,0,NAmes,0,0,4,4.0,6,7,56,29,5,3,7,7,3,108.0,3,3,4,4,3,4,2,270,5,580,452,1302,4,5,1,5,1302,0,0,1302,0,1,2,0,3,1,4,7,1,0,0,5,56.0,2,1,309,3,3,2,333,0,0,0,0,0,0,3,0,13,158000,6.7699506878762605,0,0,0,0.0,0,0,0,0,1,0
254,20,6,70.0,8400,2,0,0,0,0,0,0,NAmes,0,0,4,6.0,5,6,63,63,2,3,6,6,2,0.0,3,4,4,3,3,1,3,922,1,0,392,1314,4,3,1,5,1314,0,0,1314,1,0,1,0,3,1,3,5,0,0,0,5,63.0,2,1,294,3,3,2,250,0,0,0,0,0,0,0,0,10,145000,6.7699506878762605,0,0,0,0.0,0,0,0,0,1,0
255,60,6,66.0,8738,2,0,1,0,0,0,0,Gilbert,0,0,4,7.0,7,5,21,21,2,3,11,11,3,302.0,4,3,6,4,3,1,1,0,1,0,975,975,4,5,1,5,1005,1286,0,2291,0,0,2,1,4,1,4,8,0,1,3,6,21.0,3,2,429,3,3,2,192,0,0,0,0,0,0,0,0,14,230000,9.346368846857985,0,0,0,0.0,0,0,0,0,1,0
256,60,3,64.0,8791,2,0,1,0,0,0,0,Somerst,0,0,4,7.0,6,5,17,17,2,3,11,11,2,0.0,4,3,6,4,3,1,3,503,1,0,361,864,4,5,1,5,864,864,0,1728,0,0,2,1,3,1,4,7,0,0,0,5,17.0,2,2,673,3,3,2,216,56,0,0,0,0,0,0,0,12,207500,3.1800075924453686,0,0,0,0.0,0,0,0,0,1,0
257,20,6,68.0,8814,2,0,0,0,0,0,0,CollgCr,0,0,4,6.0,7,5,14,14,2,3,11,11,4,180.0,4,3,6,4,3,1,6,1334,1,0,270,1604,4,5,1,5,1604,0,0,1604,1,0,2,1,3,1,4,8,0,1,4,5,14.0,2,2,660,3,3,2,123,110,0,0,0,0,0,0,0,11,220000,2.755615357369807,0,0,0,0.0,1,0,0,0,0,0
258,60,6,80.0,12435,2,0,0,0,0,0,0,CollgCr,0,0,4,7.0,7,5,19,19,2,3,11,11,3,172.0,4,3,6,4,3,1,6,361,1,0,602,963,4,5,1,5,963,829,0,1792,0,0,2,1,3,1,4,7,0,1,3,5,19.0,2,2,564,3,3,2,0,96,0,245,0,0,0,0,0,12,231500,2.755615357369807,0,0,0,0.0,0,0,0,0,1,0
259,20,8,70.0,12702,2,0,0,0,0,0,0,OldTown,0,0,4,6.0,5,5,64,64,2,3,10,10,2,0.0,3,3,6,0,0,0,0,0,0,0,0,0,4,4,1,4,882,0,0,882,0,0,1,0,2,1,3,4,0,0,0,2,64.0,1,1,308,3,3,2,0,45,0,0,0,0,0,0,0,12,97000,189.79503364112892,0,0,0,0.0,0,0,0,0,1,0
260,80,6,120.0,19296,2,0,0,0,0,1,0,NAmes,-1,0,4,4.0,6,5,58,58,2,3,5,5,3,399.0,3,3,4,3,3,4,3,672,5,690,0,1362,4,3,1,5,1382,0,0,1382,1,0,1,0,3,1,3,6,0,1,3,5,29.0,1,2,884,3,3,2,0,0,252,0,0,0,0,2,0,11,176000,6.7699506878762605,0,0,0,0.0,0,0,0,0,1,0
261,60,6,69.0,9588,2,0,1,0,0,0,0,CollgCr,0,0,4,7.0,8,5,13,13,2,3,12,12,4,270.0,4,3,6,5,3,1,1,0,1,0,1482,1482,4,5,1,5,1482,1092,0,2574,0,0,2,1,3,1,5,10,0,1,4,6,13.0,3,3,868,3,3,2,0,148,0,0,0,0,0,0,0,13,276000,2.755615357369807,0,0,0,1.0,0,0,0,0,0,1
