,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Functional,Fireplaces,GarageType,GarageFinish,GarageCars,GarageQual,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscVal,YrSold,SalePrice,Distance_from_centre,Othr,Shed,New,Abnorml,AdjLand,Alloca,Family,Normal
263,50,8,50.0,5500,2,0,0,0,0,1,0,OldTown,0,0,4,3.0,5,7,91,19,2,3,5,2,0.0,3,3,2,3,3,1,2,234,5,692,0,926,4,3,1,5,0,390,1316,1,0,1,0,3,1,3,0,0,2,1,2,3,2,0,0,0,0,0,0,0,0,0,10,130000,189.7950336411289,0,0,0.0,0,0,0,0,1
264,30,8,30.0,5232,2,1,3,1,0,0,0,OldTown,-1,0,4,6.0,5,5,95,16,2,3,5,2,0.0,3,3,2,2,3,1,1,0,1,0,680,680,4,4,0,2,0,0,764,0,0,1,0,2,1,3,0,0,2,1,2,3,0,0,0,0,0,0,0,0,0,0,12,73000,189.7950336411289,0,0,0.0,0,0,0,0,1
265,20,6,78.0,12090,2,0,1,0,0,0,0,NWAmes,0,0,4,6.0,6,6,39,39,2,3,6,3,210.0,3,4,4,4,3,1,6,588,2,228,606,1422,4,3,1,5,0,0,1422,0,0,2,0,3,1,4,0,1,5,3,2,3,2,276,0,0,0,0,0,0,4,0,12,175500,6.7699506878762605,0,0,0.0,0,0,0,0,1
266,60,6,70.0,11207,2,0,1,2,0,3,0,Gilbert,0,0,4,7.0,6,5,23,23,2,3,11,2,0.0,3,3,6,4,3,3,6,714,1,0,88,802,4,4,1,5,709,0,1511,1,0,2,1,3,1,3,0,1,5,3,2,3,2,95,75,0,0,0,0,0,0,0,14,185000,9.346368846857985,0,0,0.0,0,0,0,0,1
267,75,6,60.0,8400,2,0,0,1,0,0,1,SWISU,0,0,4,8.0,5,8,81,23,2,3,5,2,0.0,3,3,6,3,3,1,2,378,1,0,342,720,4,5,1,5,720,420,2192,0,0,2,1,4,1,4,0,1,2,1,1,3,2,262,24,0,0,0,0,0,0,0,12,179500,2.257674535184765,0,0,0.0,0,0,0,0,1
268,30,8,71.0,6900,2,0,0,0,0,0,0,IDOTRR,0,0,4,6.0,5,6,80,65,2,3,11,2,0.0,3,3,4,3,3,1,5,403,3,125,212,740,4,5,1,5,0,0,778,0,0,1,0,2,1,3,0,1,2,3,1,5,2,0,25,0,0,0,0,0,0,0,12,120500,0.5643015614419563,0,0,0.0,0,0,0,0,1
269,20,6,0.0,7917,2,0,1,0,0,1,0,Edwards,0,0,4,6.0,6,7,44,44,5,3,7,3,174.0,3,4,4,3,4,1,4,751,1,0,392,1143,4,3,1,5,0,0,1113,1,0,1,1,3,1,3,0,1,5,2,1,3,2,370,30,0,0,0,0,0,4,0,13,148000,5.751163919564166,0,0,0.0,0,0,0,0,1
270,60,3,84.0,10728,2,0,0,0,0,0,0,Somerst,0,0,4,7.0,8,5,14,14,2,3,11,2,0.0,4,3,6,4,3,2,1,0,1,0,1095,1095,4,4,1,5,844,0,1939,0,0,2,1,3,1,4,0,1,5,2,3,3,2,192,51,0,0,0,0,0,0,0,14,266000,3.180007592445369,0,0,1.0,0,0,0,0,0
271,20,6,73.0,39104,2,0,1,3,0,2,2,ClearCr,0,0,4,6.0,7,7,66,15,4,5,9,2,0.0,3,3,4,4,3,4,2,226,6,1063,96,1385,4,5,1,5,0,0,1363,1,0,1,0,2,1,3,3,2,5,1,2,3,2,81,0,0,0,0,0,0,0,0,12,241500,29.58123404832435,0,0,0.0,0,0,0,0,1
272,60,6,92.0,11764,2,0,1,0,0,2,0,NoRidge,0,0,4,7.0,8,7,21,13,2,3,11,3,348.0,4,3,6,4,3,1,6,524,1,0,628,1152,4,5,1,5,1106,0,2270,0,0,2,1,4,1,4,0,1,5,3,3,3,2,132,57,0,0,0,0,0,0,0,10,290000,4.8323299181983845,0,0,0.0,0,0,0,0,1
273,20,6,80.0,9600,2,0,0,0,0,0,0,NAmes,-1,0,4,6.0,6,6,62,32,5,3,5,1,183.0,3,3,4,3,3,1,3,620,2,620,0,1240,4,4,1,5,0,0,1632,1,0,2,0,3,1,3,1,1,5,2,1,3,2,289,0,0,0,0,0,0,3,0,11,139000,6.7699506878762605,0,0,0.0,0,0,0,0,1
274,20,6,76.0,8314,2,0,0,0,0,1,0,Mitchel,0,0,4,6.0,5,7,38,38,2,3,7,2,0.0,3,3,4,3,3,4,5,546,1,0,270,816,4,3,1,5,0,0,816,0,0,1,0,2,1,3,0,0,5,1,1,3,2,168,0,0,0,0,0,0,0,0,13,124500,4.209013064802914,0,0,0.0,0,0,0,0,1
275,50,6,55.0,7264,2,0,0,0,0,0,0,BrkSide,0,0,4,3.0,7,7,95,13,2,3,5,2,0.0,4,4,2,3,3,1,1,0,1,0,952,952,3,4,0,5,596,0,1548,0,0,2,1,3,1,5,0,0,2,1,2,3,2,74,0,0,0,144,0,0,0,0,11,205000,0.0578043829422743,0,0,0.0,0,0,0,0,1
276,20,6,129.0,9196,2,0,1,0,0,0,0,Mitchel,0,0,4,6.0,7,5,17,17,2,3,11,2,0.0,4,3,6,5,3,1,1,0,1,0,1560,1560,4,5,1,5,0,0,1560,0,0,2,0,3,1,4,0,0,5,3,2,3,2,100,150,0,0,0,0,0,0,0,10,201000,4.209013064802914,0,0,0.0,0,0,0,0,1
277,20,6,140.0,19138,2,0,0,0,0,1,0,Gilbert,0,0,4,6.0,4,5,69,69,2,3,11,2,0.0,3,3,4,3,3,1,2,120,1,0,744,864,4,5,1,5,0,0,864,0,0,1,0,2,1,3,0,0,2,1,2,3,2,0,0,0,0,0,0,0,0,0,10,141000,9.346368846857985,0,0,0.0,0,0,0,0,1
278,20,6,107.0,14450,2,0,0,0,0,0,0,NridgHt,0,0,4,6.0,9,5,14,13,2,3,12,3,315.0,5,3,6,5,3,4,1,0,1,0,2121,2121,4,5,1,5,0,0,2121,0,0,2,1,3,1,5,0,1,5,3,3,3,2,124,98,0,0,142,0,0,0,0,13,415298,4.6240596443517665,0,0,1.0,0,0,0,0,0
279,60,6,83.0,10005,2,0,0,0,0,0,0,ClearCr,0,0,4,7.0,7,5,43,43,5,3,9,3,299.0,3,3,4,4,3,1,4,392,1,0,768,1160,4,5,1,5,866,0,2022,0,0,2,1,4,1,3,0,1,5,3,2,3,2,288,117,0,0,0,0,0,0,0,12,192000,29.58123404832435,0,0,0.0,0,0,0,0,1
280,60,6,82.0,11287,2,0,0,0,0,0,0,SawyerW,0,0,4,7.0,7,6,31,31,2,3,9,3,340.0,4,3,4,4,3,3,6,421,1,0,386,807,4,4,1,5,807,0,1982,0,0,2,1,3,1,4,0,1,5,3,2,3,2,0,84,0,196,0,0,0,0,0,13,228500,4.9649151989870015,0,0,0.0,0,0,0,0,1
281,20,3,60.0,7200,2,2,0,0,0,0,0,Somerst,0,0,4,6.0,6,5,14,14,2,3,11,4,68.0,4,3,6,4,3,1,6,905,1,0,357,1262,4,4,1,5,0,0,1262,0,0,2,0,2,1,4,0,0,5,3,2,3,2,0,120,0,0,0,0,0,0,0,14,185000,3.180007592445369,0,0,1.0,0,0,0,0,0
282,120,6,34.0,5063,2,0,0,0,0,0,0,NridgHt,0,0,0,6.0,7,5,13,12,2,3,11,4,166.0,4,3,6,4,3,1,6,904,1,0,410,1314,4,5,1,5,0,0,1314,1,0,2,0,2,1,4,0,1,5,2,2,3,2,172,62,0,0,0,0,0,0,0,11,207500,4.6240596443517665,0,0,0.0,0,0,0,0,1
283,20,6,74.0,9612,2,0,0,0,0,0,0,Somerst,-1,0,4,6.0,8,5,12,11,2,3,11,4,72.0,4,3,6,4,3,1,1,0,1,0,1468,1468,4,5,1,5,0,0,1468,0,0,2,0,3,1,4,0,1,5,3,3,3,2,210,150,0,0,0,0,0,0,0,11,244600,3.180007592445369,0,0,1.0,0,0,0,0,0
284,120,6,50.0,8012,2,0,0,0,0,0,0,SawyerW,0,0,1,6.0,6,5,28,28,2,3,9,2,0.0,4,3,6,4,3,1,6,430,1,0,1145,1575,4,4,1,5,0,0,1575,1,0,2,0,2,1,4,0,0,5,2,2,3,2,0,0,52,0,0,0,0,0,0,13,179200,4.9649151989870015,0,0,0.0,0,0,0,0,1
285,160,3,35.0,4251,2,2,1,0,0,0,0,Somerst,0,0,1,7.0,7,5,14,13,2,3,6,2,0.0,4,3,6,4,3,1,1,0,1,0,625,625,4,5,1,5,625,0,1250,0,0,2,1,2,1,4,0,0,2,2,2,3,2,0,54,0,0,0,0,0,0,0,13,164700,3.180007592445369,0,0,1.0,0,0,0,0,0
286,50,6,77.0,9786,2,0,1,1,0,0,0,NAmes,0,0,4,3.0,6,7,58,39,2,3,5,2,0.0,3,3,4,3,3,1,3,600,1,0,312,912,4,3,1,5,649,0,1734,0,0,1,1,3,1,4,0,1,5,2,2,3,2,0,0,0,0,128,0,0,4,0,14,159000,6.7699506878762605,0,0,0.0,0,0,0,0,1
287,20,6,0.0,8125,2,0,1,0,0,1,0,NAmes,0,0,4,6.0,4,4,49,49,2,3,7,2,0.0,3,3,4,3,3,1,4,614,1,0,244,858,4,3,1,5,0,0,858,0,0,1,0,3,1,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,14,88000,6.7699506878762605,0,0,0.0,0,0,0,0,1
288,20,6,0.0,9819,2,0,1,0,0,0,0,Sawyer,0,0,4,6.0,5,5,53,53,2,3,6,3,31.0,3,4,4,3,3,1,4,450,1,0,432,882,4,3,1,5,0,0,900,0,0,1,0,3,1,3,0,0,2,1,1,3,2,0,0,0,0,0,0,0,3,0,10,122000,4.9649151989870015,0,0,0.0,0,0,0,0,1
289,70,6,60.0,8730,2,0,0,0,0,0,0,BrkSide,-1,0,4,7.0,6,7,105,17,2,3,5,2,0.0,3,3,2,3,3,1,1,0,1,0,698,698,4,5,1,4,698,0,1396,0,0,1,0,3,1,3,0,0,2,1,1,3,2,0,0,0,0,259,0,0,0,0,13,153575,0.0578043829422743,0,0,0.0,0,0,0,0,1
290,60,6,120.0,15611,2,0,0,0,0,0,0,CollgCr,0,0,4,7.0,8,5,14,14,2,3,11,2,0.0,4,3,6,4,3,3,1,0,1,0,1079,1079,4,5,1,5,840,0,1919,0,0,2,1,3,1,4,0,1,5,2,2,4,2,0,51,0,0,0,0,0,0,0,14,233230,2.755615357369807,0,0,1.0,0,0,0,0,0
291,190,6,55.0,5687,2,1,0,1,0,0,0,SWISU,0,0,3,7.0,5,6,108,20,2,3,11,2,0.0,3,2,6,3,2,1,3,210,1,0,570,780,4,5,0,5,780,0,1716,1,0,2,0,6,1,2,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,12,135900,2.257674535184765,0,0,0.0,0,0,0,0,1
292,50,6,60.0,11409,2,0,0,0,0,0,0,Edwards,0,0,4,3.0,5,4,71,12,2,3,5,2,0.0,3,3,4,3,3,1,2,292,1,0,476,768,4,4,1,5,568,0,1716,0,0,1,1,3,1,3,2,1,5,1,1,3,2,0,0,0,0,160,0,0,0,0,11,131000,5.751163919564166,0,0,0.0,0,0,0,0,1
293,60,6,0.0,16659,2,0,1,0,0,1,0,NWAmes,1,0,4,7.0,7,7,43,26,2,3,9,3,34.0,3,3,4,3,3,1,5,795,1,0,0,795,4,2,1,5,795,0,2263,1,0,2,1,3,1,4,0,1,5,3,2,3,2,0,250,0,0,0,0,0,0,0,14,235000,6.7699506878762605,0,0,0.0,0,0,0,0,1
294,20,6,80.0,9600,2,0,0,0,0,0,0,NAmes,0,0,4,6.0,6,5,67,67,5,3,7,4,238.0,3,3,4,3,3,1,6,1285,1,0,131,1416,4,3,1,5,0,0,1644,1,0,1,0,3,1,3,0,2,5,3,2,3,2,110,0,0,0,0,0,0,0,0,11,167000,6.7699506878762605,0,0,0.0,0,0,0,0,1
295,80,6,37.0,7937,2,0,1,0,0,2,0,Mitchel,0,0,4,4.0,6,6,36,36,2,3,7,2,0.0,3,3,4,3,3,3,6,819,1,0,184,1003,4,3,1,5,0,0,1003,1,0,1,0,3,1,3,0,0,2,1,2,3,2,120,0,0,0,0,0,0,4,0,14,142500,4.209013064802914,0,0,0.0,0,0,0,0,1
296,50,8,75.0,13710,2,0,0,0,0,0,0,IDOTRR,0,0,4,3.0,5,5,70,70,2,3,5,2,0.0,3,3,4,3,3,1,4,420,1,0,490,910,4,3,1,4,648,0,1558,0,0,1,1,4,1,3,0,0,5,1,1,3,2,289,0,0,0,0,0,0,3,0,13,152000,0.5643015614419563,0,0,0.0,0,0,0,0,1
297,60,3,66.0,7399,2,2,1,0,0,0,0,Somerst,0,0,4,7.0,7,5,23,22,5,3,11,3,1600.0,4,3,6,4,3,1,4,649,1,0,326,975,4,5,1,5,975,0,1950,0,0,2,1,3,1,4,0,1,2,2,2,3,2,0,10,0,0,198,0,0,0,0,13,239000,3.180007592445369,0,0,0.0,0,0,0,0,1
298,60,6,90.0,11700,2,0,0,0,0,0,0,NWAmes,0,0,4,7.0,6,6,52,52,3,3,7,3,365.0,4,3,4,3,3,1,5,384,3,175,143,702,4,4,1,5,702,0,1743,0,1,1,2,3,1,3,0,1,5,1,2,3,2,224,0,0,0,0,0,0,0,0,13,175000,6.7699506878762605,0,0,0.0,0,0,0,0,1
299,20,6,80.0,14000,2,0,0,0,0,0,0,Crawfor,0,0,4,6.0,6,8,70,16,2,3,7,2,0.0,3,4,4,3,3,1,1,0,1,0,1092,1092,4,5,1,5,0,0,1152,0,1,1,0,3,1,4,0,1,5,1,1,3,2,0,36,0,0,0,0,0,4,0,11,158500,0.8656348122851083,0,0,0.0,0,0,0,1,0
300,190,6,90.0,15750,2,0,0,0,0,1,0,Crawfor,0,0,3,6.0,5,5,67,67,5,3,6,3,56.0,3,3,4,3,3,2,4,841,1,0,324,1165,4,3,1,5,0,0,1336,1,0,1,0,2,1,3,0,2,5,1,1,3,2,0,0,0,0,0,0,0,0,0,14,157000,0.8656348122851083,0,0,0.0,0,0,0,0,1
301,60,6,66.0,16226,2,0,3,0,0,0,0,CollgCr,0,0,4,7.0,8,5,22,21,2,3,11,2,0.0,4,3,6,4,3,1,6,281,1,0,747,1028,4,5,1,5,1242,0,2452,0,0,2,1,4,1,4,0,1,6,3,2,3,2,208,50,0,0,0,0,0,0,0,13,267000,2.755615357369807,0,0,0.0,0,0,0,0,1
302,20,6,118.0,13704,2,0,1,0,0,1,0,CollgCr,0,0,4,6.0,7,5,19,18,2,3,11,3,150.0,4,3,6,4,3,1,1,0,1,0,1541,1541,4,5,1,5,0,0,1541,0,0,2,0,3,1,4,0,1,5,2,3,3,2,468,81,0,0,0,0,0,0,0,14,205000,2.755615357369807,0,0,0.0,0,0,0,0,1
303,20,6,70.0,9800,2,0,0,0,0,1,0,CollgCr,0,0,4,6.0,5,7,48,48,2,3,11,2,0.0,3,3,6,3,3,1,5,894,1,0,0,894,4,3,1,5,0,0,894,1,0,1,0,3,1,3,0,0,5,1,2,3,2,256,0,0,0,0,0,0,2,0,14,149900,2.755615357369807,0,0,0.0,1,0,0,0,0
304,75,8,87.0,18386,2,0,0,0,0,0,0,OldTown,0,0,4,8.0,7,9,140,18,2,3,12,2,0.0,3,3,2,3,3,1,1,0,1,0,1470,1470,4,5,1,5,1818,0,3493,0,0,3,0,3,1,4,0,1,5,1,3,3,2,302,0,0,0,0,0,0,0,0,12,295000,189.7950336411289,0,0,0.0,0,0,0,0,1
305,20,6,80.0,10386,2,0,0,0,0,0,0,CollgCr,0,0,4,6.0,8,5,16,15,2,3,12,4,246.0,4,3,6,4,3,1,6,1464,1,0,536,2000,4,5,1,5,0,0,2000,1,0,2,0,3,1,4,0,0,5,3,3,3,2,168,0,0,0,0,0,0,0,0,13,305900,2.755615357369807,0,0,0.0,0,0,0,0,1
306,60,6,116.0,13474,2,0,0,0,0,0,0,SawyerW,-1,0,4,7.0,7,5,30,29,2,3,7,3,246.0,4,3,4,4,3,1,5,700,1,0,0,700,4,4,1,5,1121,0,2243,1,0,2,1,4,1,4,0,1,5,2,3,3,2,127,44,224,0,0,0,0,0,0,13,225000,4.9649151989870015,0,0,0.0,0,0,0,0,1
307,50,8,0.0,7920,2,1,1,0,0,0,0,IDOTRR,-1,0,4,3.0,6,7,100,70,2,3,6,2,0.0,3,2,4,3,3,1,1,0,1,0,319,319,4,3,1,4,371,0,1406,0,0,1,0,3,1,2,0,0,0,0,0,0,0,0,144,0,0,0,0,0,3,0,12,89500,0.5643015614419563,0,0,0.0,0,0,0,0,1
308,30,6,0.0,12342,2,0,1,0,0,0,0,Edwards,0,0,4,6.0,4,5,80,70,2,3,11,2,0.0,3,3,4,3,3,1,4,262,1,0,599,861,4,5,1,5,0,0,861,0,0,1,0,1,1,3,0,0,2,1,2,3,2,158,0,0,0,0,0,0,0,0,11,82500,5.751163919564166,0,0,0.0,0,0,0,0,1
309,20,6,90.0,12378,2,0,1,0,0,0,0,NridgHt,0,0,4,6.0,9,5,17,16,2,3,11,2,0.0,4,3,6,5,3,4,6,1274,1,0,622,1896,4,5,1,5,0,0,1944,1,0,2,0,3,1,5,0,3,5,3,3,3,2,208,175,0,0,0,0,0,0,0,14,360000,4.6240596443517665,0,0,0.0,0,0,0,0,1
310,60,6,0.0,7685,2,0,1,0,0,0,0,Gilbert,0,0,4,7.0,6,5,27,26,2,3,7,3,112.0,3,3,6,4,3,1,5,518,1,0,179,697,4,4,1,5,804,0,1501,0,0,2,1,3,1,4,0,1,5,3,2,3,2,190,63,0,0,0,0,0,0,0,14,165600,9.346368846857985,0,0,0.0,0,0,0,0,1
311,20,6,50.0,8000,2,0,0,0,0,0,0,NAmes,0,0,4,6.0,6,6,72,18,2,3,11,2,0.0,3,4,4,3,3,1,5,680,1,0,292,972,4,5,1,5,0,0,972,1,0,1,0,2,1,3,0,1,2,1,1,3,2,0,0,0,0,0,0,0,0,0,11,132000,6.7699506878762605,0,0,0.0,0,0,0,0,1
312,190,8,65.0,7800,2,0,0,0,0,0,0,OldTown,-1,0,3,3.0,5,7,81,70,2,3,6,2,0.0,3,3,4,4,3,2,3,507,1,0,286,793,4,3,1,5,325,0,1118,1,0,1,0,3,1,3,0,1,2,1,2,3,2,0,0,0,0,271,0,0,3,0,14,119900,189.7950336411289,0,0,0.0,0,0,0,0,1
313,20,6,150.0,215245,2,0,3,3,0,0,2,Timber,0,0,4,6.0,7,5,55,55,5,3,10,2,0.0,3,3,4,4,3,4,5,1236,3,820,80,2136,3,3,1,5,0,0,2036,2,0,2,0,3,1,3,0,2,5,2,2,3,2,0,0,0,0,0,0,0,0,0,11,375000,3.9862182757186897,0,0,0.0,0,0,0,0,1
314,70,8,60.0,9600,2,1,0,0,0,0,0,OldTown,0,0,4,7.0,7,7,95,30,2,3,5,2,0.0,3,3,2,3,4,1,2,16,1,0,712,728,4,5,1,5,809,0,1641,0,1,1,1,3,1,5,0,1,2,1,2,2,2,0,0,234,0,0,0,0,0,0,14,178000,189.7950336411289,0,0,0.0,0,0,0,0,1
315,60,6,71.0,7795,2,0,1,0,0,0,0,Gilbert,0,0,4,7.0,7,5,16,15,2,3,11,2,0.0,4,3,6,4,3,1,6,425,1,0,291,716,4,5,1,5,716,0,1432,1,0,2,1,3,1,4,0,1,5,3,2,3,2,100,51,0,0,0,0,0,0,0,11,188500,9.346368846857985,0,0,0.0,0,0,0,0,1
316,60,6,94.0,13005,2,0,1,0,0,1,0,NWAmes,0,0,4,7.0,7,7,40,40,2,3,12,3,278.0,4,3,4,4,3,1,6,692,1,0,153,845,4,3,1,5,1200,0,2353,1,0,2,1,4,1,5,0,1,5,2,2,3,2,288,195,0,0,0,0,0,4,0,11,260000,6.7699506878762605,0,0,0.0,0,0,0,0,1
317,60,3,75.0,9000,2,0,0,0,0,0,0,Somerst,0,0,4,7.0,8,5,14,14,2,3,11,2,0.0,4,3,6,4,3,3,1,0,1,0,1088,1088,4,5,1,5,871,0,1959,0,0,2,1,3,1,4,0,1,5,2,3,3,2,208,46,0,0,0,0,0,0,0,13,270000,3.180007592445369,0,0,0.0,0,0,0,0,1
318,60,6,90.0,9900,2,0,0,3,0,0,1,NoRidge,0,0,4,7.0,7,5,27,27,2,3,7,3,256.0,4,3,6,4,3,4,6,987,1,0,360,1347,4,5,1,5,1274,0,2646,1,0,2,1,4,1,4,0,1,5,2,3,3,2,340,60,144,0,0,0,0,0,0,11,260000,4.8323299181983845,0,0,0.0,0,0,0,0,1
319,80,6,0.0,14115,2,0,0,0,0,0,0,NWAmes,0,0,4,4.0,7,5,40,40,2,3,9,3,225.0,3,3,4,4,3,3,6,1036,1,0,336,1372,4,3,1,5,0,0,1472,1,0,2,0,3,1,3,0,2,5,1,2,3,2,233,48,0,0,0,0,0,0,0,11,187500,6.7699506878762605,0,0,0.0,0,0,0,0,1
320,60,6,111.0,16259,2,0,0,0,0,1,0,NridgHt,0,0,4,7.0,9,5,14,14,2,3,11,4,370.0,3,3,6,5,4,3,1,0,1,0,1249,1249,4,5,1,5,1347,0,2596,0,0,3,1,4,1,4,0,0,5,2,3,3,2,240,154,0,0,0,0,0,0,0,14,342643,4.6240596443517665,0,0,1.0,0,0,0,0,0
321,60,6,99.0,12099,2,0,1,0,0,0,0,NridgHt,0,0,4,7.0,8,5,16,16,2,3,11,3,388.0,4,3,6,5,3,3,6,970,1,0,166,1136,4,5,1,5,1332,0,2468,1,0,2,1,4,1,4,0,1,6,3,3,3,2,184,154,0,0,0,0,0,0,0,13,354000,4.6240596443517665,0,0,0.0,0,0,0,0,1
322,60,6,86.0,10380,2,0,1,0,0,0,0,SawyerW,0,0,4,7.0,7,5,34,33,2,3,9,3,172.0,4,3,4,3,3,4,2,28,5,1474,0,1502,4,5,1,5,1177,0,2730,1,0,2,1,4,1,4,0,1,5,3,2,3,2,201,96,0,0,0,0,0,3,0,13,301000,4.9649151989870015,0,0,0.0,0,0,0,0,1
323,20,8,49.0,5820,2,0,0,0,0,0,0,OldTown,0,0,4,6.0,3,8,65,15,2,3,11,2,0.0,3,4,4,3,3,1,5,256,1,0,906,1162,4,5,1,5,0,0,1163,1,0,1,0,3,1,3,0,0,5,1,1,2,2,142,98,0,0,0,0,0,0,0,14,126175,189.7950336411289,0,0,0.0,0,0,0,0,1
324,80,6,96.0,11275,2,0,0,0,0,1,0,NAmes,1,0,4,4.0,7,7,53,13,3,4,5,3,300.0,4,4,4,4,3,1,1,0,1,0,710,710,4,5,1,5,1080,0,2978,0,0,2,1,5,1,4,0,1,6,3,2,3,2,240,0,0,0,0,0,0,0,0,10,242000,6.7699506878762605,0,0,0.0,0,0,0,0,1
325,45,8,50.0,5000,2,0,0,0,0,0,0,IDOTRR,-1,0,4,1.5,5,6,79,70,2,3,6,2,0.0,3,3,4,3,3,3,4,116,1,0,604,720,4,1,0,3,0,0,803,0,0,1,0,2,1,3,0,0,2,1,2,3,2,0,0,244,0,0,0,0,0,0,13,87000,0.5643015614419563,0,0,0.0,0,0,0,0,1
326,120,6,32.0,10846,2,0,1,0,0,2,0,Veenker,0,0,1,6.0,8,5,27,27,2,3,10,2,0.0,4,3,6,4,3,4,6,1619,1,0,100,1719,4,5,1,5,0,0,1719,2,0,1,1,1,1,4,0,2,5,3,2,3,2,122,30,0,0,0,0,0,0,0,12,324000,3.0445438854681224,0,0,0.0,0,0,0,0,1
327,20,6,80.0,11600,2,0,0,0,0,0,0,NAmes,0,0,4,6.0,6,5,60,60,5,3,5,3,175.0,3,3,4,3,3,1,3,565,1,0,818,1383,4,3,1,5,0,0,1383,0,0,1,1,3,1,3,0,0,5,2,1,3,2,0,45,0,0,0,0,0,0,0,14,145250,6.7699506878762605,0,0,0.0,0,0,0,0,1
328,75,6,0.0,11888,2,2,1,1,0,0,0,BrkSide,1,0,4,7.5,6,6,104,26,2,3,5,2,0.0,3,3,2,3,3,1,1,0,1,0,844,844,4,4,0,4,689,0,2134,0,0,2,0,5,1,4,0,0,2,1,2,3,2,0,60,268,0,0,0,0,0,0,11,214500,0.0578043829422743,0,0,0.0,0,0,0,0,1
329,70,8,60.0,6402,2,0,0,0,0,1,0,IDOTRR,0,0,4,7.0,5,5,100,70,2,3,5,2,0.0,3,3,6,3,3,2,1,0,1,0,596,596,4,3,0,5,596,0,1192,0,0,1,0,3,1,3,0,0,2,1,1,2,0,0,0,137,0,0,0,0,2,0,11,78000,0.5643015614419563,0,0,0.0,0,0,0,0,1
330,90,6,0.0,10624,2,0,1,0,0,0,0,NAmes,0,0,2,6.0,5,4,56,56,2,3,7,3,84.0,3,3,4,3,3,1,6,40,3,264,1424,1728,4,3,1,5,0,0,1728,0,1,2,0,6,2,3,0,0,2,1,1,3,2,155,0,0,0,0,0,0,0,0,13,119000,6.7699506878762605,0,0,0.0,0,0,0,0,1
331,20,6,70.0,8176,2,0,0,0,0,0,0,NAmes,0,0,4,6.0,5,6,62,28,2,3,5,2,0.0,3,3,4,3,3,1,3,846,1,0,210,1056,4,2,1,5,0,0,1056,1,0,1,0,3,1,3,0,0,5,2,1,3,2,0,0,0,0,0,0,0,0,0,13,139000,6.7699506878762605,0,0,0.0,0,0,0,0,1
332,20,6,85.0,10655,2,0,1,0,0,0,0,NridgHt,0,0,4,6.0,8,5,17,16,2,3,11,3,296.0,4,3,6,4,3,1,6,1124,0,479,1603,3206,4,5,1,5,0,0,1629,1,0,2,0,3,1,4,0,1,5,2,3,3,2,0,0,0,0,0,0,0,0,0,11,284000,4.6240596443517665,0,0,0.0,0,0,0,0,1
333,120,8,59.0,8198,2,0,0,0,0,4,0,NridgHt,0,0,1,6.0,7,5,16,16,2,3,11,4,146.0,4,3,6,4,3,3,6,720,1,0,638,1358,4,5,1,5,0,0,1358,1,0,2,0,2,1,4,0,1,5,2,2,3,2,192,30,0,0,0,0,0,0,0,12,207000,4.6240596443517665,0,0,0.0,0,0,0,0,1
334,60,6,59.0,9042,2,0,1,0,0,0,0,Gilbert,0,0,4,7.0,6,5,22,22,2,3,11,2,0.0,3,3,6,4,3,4,6,828,1,0,115,943,4,4,1,5,695,0,1638,1,0,2,1,3,1,3,0,2,5,3,2,3,2,100,38,0,0,0,0,0,0,0,12,192000,9.346368846857985,0,0,0.0,0,0,0,0,1
335,190,6,0.0,164660,1,0,1,2,0,1,2,Timber,0,0,3,3.0,5,6,55,55,2,3,9,2,0.0,3,3,4,3,3,4,5,1249,4,147,103,1499,4,5,1,5,167,0,1786,2,0,2,0,3,1,3,0,2,5,3,2,3,2,670,0,0,0,0,0,0,0,700,12,228950,3.9862182757186897,0,1,0.0,0,0,0,0,1
336,20,6,86.0,14157,2,0,1,2,0,1,0,StoneBr,0,0,4,6.0,9,5,15,14,5,3,11,4,200.0,4,3,6,5,3,4,6,1249,1,0,673,1922,4,5,1,5,0,0,1922,1,0,2,0,3,1,4,0,1,5,3,3,3,2,178,51,0,0,0,0,0,0,0,13,377426,4.054695471861146,0,0,0.0,0,0,0,0,1
