,LotArea,Condition2,OverallQual,RoofMatl,ExterQual,BsmtFinSF1,1stFlrSF,2ndFlrSF,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,GarageArea,PoolQC,SalePrice
419,8450,0,5,3,3,775,1056,0,3,1,6,304,0,142000
420,7060,0,7,3,3,1309,1344,0,2,2,8,784,0,206300
421,16635,0,6,3,4,1246,1602,0,3,1,8,529,0,215000
422,21750,0,5,3,3,0,988,0,2,1,4,520,0,113000
423,9200,0,8,3,4,986,1470,1160,4,1,8,696,0,315000
424,9000,0,6,3,3,616,1196,0,2,1,6,297,0,139000
425,3378,0,7,3,3,0,707,682,3,1,6,240,0,135000
426,12800,0,7,3,4,1518,1644,0,2,1,5,569,0,275000
427,8593,0,4,3,3,288,907,0,3,1,5,352,0,109008
428,6762,0,7,3,4,664,1208,0,2,1,6,628,0,195400
429,11457,0,6,3,3,1005,1412,0,3,1,6,576,0,175000
430,1680,0,6,3,3,387,483,504,2,1,4,264,0,85400
431,5586,0,6,3,3,0,1088,110,4,1,7,0,0,79900
432,1920,0,5,3,3,471,765,600,2,1,6,440,0,122500
433,10839,0,6,3,3,0,926,678,3,1,7,470,0,181000
434,1890,0,4,3,3,495,630,0,1,1,3,0,0,81000
435,10667,0,7,3,4,385,827,834,3,1,6,550,0,212000
436,4400,0,6,3,3,0,734,384,2,1,6,440,0,116000
437,6000,0,6,3,4,0,904,0,2,1,4,180,0,119000
438,4280,0,5,3,3,365,694,0,2,1,4,352,0,90350
439,12354,0,6,3,3,0,684,512,3,1,7,528,0,110000
440,15431,0,10,3,5,1767,2402,0,2,1,10,672,0,555000
441,12108,0,4,3,3,133,1440,0,4,2,8,0,0,118000
442,6240,0,5,3,3,0,1128,445,3,1,8,360,0,162900
443,3922,0,7,3,4,0,1258,0,2,1,6,648,0,172500
444,8750,0,7,3,4,642,933,975,4,1,8,493,0,210000
445,9855,0,6,3,3,0,1689,0,3,1,7,480,0,127500
446,16492,0,6,3,4,247,1888,0,2,1,6,578,0,190000
447,11214,0,7,3,4,0,956,930,4,1,10,431,0,199900
448,8600,0,6,3,3,0,780,596,3,1,7,198,0,119500
449,6000,0,3,3,3,331,679,504,2,1,6,308,0,120000
450,5684,0,6,3,3,0,813,0,2,1,5,270,0,110000
451,70761,0,7,6,3,655,1533,0,2,1,5,576,0,280000
452,9303,0,6,3,4,742,888,868,3,1,7,422,0,204000
453,9000,0,8,3,4,0,786,804,3,1,6,676,0,210000
454,9297,0,5,3,3,1606,1728,0,4,2,8,560,0,188000
455,9600,0,7,3,3,916,1242,0,3,1,6,528,0,175500
456,4571,0,5,3,3,0,624,720,4,1,7,513,0,98000
457,53227,0,4,1,3,1116,1663,0,2,1,6,529,0,256000
458,5100,0,8,3,3,0,833,833,3,1,7,228,0,161000
459,7015,0,5,3,3,185,979,224,3,1,5,352,0,110000
460,8004,0,8,3,4,544,832,1103,3,1,8,552,0,263435
461,7200,0,7,3,4,350,575,560,3,1,6,576,0,155000
462,8281,0,5,3,3,553,864,0,3,1,5,360,0,62383
463,11988,0,6,3,3,326,849,811,3,1,6,240,0,188700
464,8430,0,5,3,3,616,1040,0,3,1,5,0,0,124000
465,3072,0,7,3,4,0,1414,0,2,1,6,398,0,178740
466,10628,0,7,1,3,778,1277,0,2,1,5,526,0,167000
467,9480,0,5,3,3,386,888,756,3,1,7,312,0,146500
468,11428,0,8,3,4,0,1634,0,3,1,7,866,0,250000
469,9291,0,6,3,4,426,832,878,3,1,7,506,0,187000
470,6820,0,8,3,4,368,1502,0,1,1,4,528,0,212000
471,11952,0,7,4,3,0,1161,808,3,1,8,534,0,190000
472,3675,0,6,3,3,459,1072,0,2,1,5,525,0,148000
473,14977,0,8,3,4,1350,1976,0,2,1,7,908,0,440000
474,5330,0,8,3,4,1196,1652,0,2,1,6,499,0,251000
475,8480,0,5,3,3,630,970,0,2,1,5,624,0,132500
476,13125,0,6,3,3,994,1493,0,3,1,7,508,0,208900
477,13693,0,9,3,5,0,2069,574,3,1,9,694,0,380000
478,10637,0,8,3,4,1288,1718,0,3,1,7,826,0,297000
479,5925,0,4,3,3,168,1131,0,2,1,7,672,0,89471
480,16033,0,9,3,4,1261,1850,0,3,1,8,772,0,326000
481,11846,0,9,3,4,1567,1792,0,2,1,6,874,0,374000
482,2500,0,7,3,4,299,916,910,4,1,7,164,0,155000
483,4500,0,6,3,3,897,1216,0,2,1,5,402,0,164000
484,7758,0,5,3,3,588,999,0,3,1,6,264,0,132500
485,9600,0,5,3,4,607,1113,0,3,1,5,264,0,147000
486,10289,0,5,3,3,836,1073,0,3,1,6,515,0,156000
487,12243,0,5,3,3,998,1484,0,3,1,7,487,0,175000
488,10800,0,5,3,3,664,1766,648,3,2,10,520,0,160000
489,1526,0,4,3,3,515,630,0,1,1,3,286,0,86000
490,2665,0,5,3,3,0,616,688,3,1,4,336,0,115000
491,9490,0,6,3,3,403,958,620,3,1,5,240,0,133000
492,15578,0,6,3,4,0,728,728,3,1,8,429,0,172785
493,7931,0,5,3,3,374,1269,0,3,1,6,308,0,155000
494,5784,0,5,3,3,0,886,0,2,1,4,273,0,91300
495,7879,0,4,3,3,495,720,0,2,1,4,0,0,34900
496,12692,0,8,3,4,1231,3228,0,4,1,10,546,0,430000
497,9120,0,7,3,3,329,1133,687,4,1,8,240,0,184000
498,7800,0,5,3,3,450,899,0,3,1,5,288,0,130000
499,7535,0,5,3,3,111,912,0,2,1,5,297,0,120000
500,1890,0,6,3,3,356,672,546,3,1,7,264,0,113000
501,9803,0,7,3,4,400,866,902,3,1,7,603,0,226700
502,9170,0,5,3,3,698,1214,0,2,1,6,461,0,140000
503,15602,0,7,3,3,1247,1801,0,1,1,6,484,0,289000
504,2308,0,6,3,3,257,855,467,3,1,6,440,0,147000
505,7596,0,5,3,3,0,960,1000,4,2,10,400,0,124500
506,9554,0,8,3,4,380,1065,846,3,1,8,471,0,215000
507,7862,0,6,3,4,27,1218,0,2,1,4,676,0,208300
508,9600,0,7,3,3,141,689,689,3,1,7,360,0,161000
509,9600,0,5,3,3,991,1041,0,3,1,6,270,0,124500
510,14559,0,5,3,4,650,1363,0,2,1,6,288,0,164900
511,6792,0,7,3,4,0,1368,0,2,1,6,474,0,202665
512,9100,0,5,3,3,521,864,0,3,1,5,624,0,129900
513,9187,0,6,3,3,336,1080,0,3,1,5,484,0,134000
514,10594,0,5,3,3,0,789,0,2,1,5,200,0,96500
515,12220,0,10,3,5,1436,2020,0,3,1,9,900,0,402861
516,10448,0,6,3,3,0,1378,741,3,1,7,583,0,158000
517,10208,0,7,3,4,0,1277,1067,3,1,7,889,0,265000
518,9531,0,6,3,3,706,882,914,3,1,7,546,0,211000
519,10918,0,7,3,4,0,1276,804,3,1,9,282,0,234000
520,10800,0,4,3,3,0,694,600,3,2,7,0,0,106250
521,11988,0,6,3,3,777,1244,0,3,1,6,336,0,150000
522,5000,0,6,3,3,399,1004,660,3,1,7,420,0,159000
523,40094,1,10,3,5,2260,3138,1538,3,1,11,884,0,184750
524,11787,0,7,3,4,719,1383,1015,3,1,8,834,0,315750
525,7500,0,7,3,4,0,1266,0,3,1,6,453,0,176000
526,13300,0,5,3,3,377,928,0,2,1,4,252,0,132000
527,14948,0,9,3,5,1330,1476,1237,3,1,11,858,0,446261
528,9098,0,4,3,3,348,605,0,2,1,5,0,0,86000
529,32668,0,6,3,4,1219,2515,0,4,2,9,484,0,200624
530,10200,0,6,3,4,783,1509,0,3,1,5,600,0,175000
531,6155,-1,6,3,3,0,751,611,3,1,6,502,0,128000
532,7200,0,5,3,3,0,827,0,2,1,5,392,0,107500
533,5000,0,1,3,2,0,334,0,1,1,2,0,0,39300
534,9056,0,8,3,4,0,707,707,3,1,6,403,0,178000
535,7000,0,5,3,3,969,820,527,3,1,5,0,0,107500
536,8924,0,7,3,3,0,880,844,3,1,8,527,0,188000
537,12735,0,4,3,3,600,864,0,3,1,5,576,0,111250
538,11553,0,5,3,3,673,1159,0,3,1,7,336,0,158000
539,11423,0,8,3,4,1358,1601,0,3,1,6,670,0,272000
540,14601,0,9,3,5,1260,1838,0,2,1,8,765,0,315000
541,11000,0,8,3,4,0,997,1288,4,1,8,648,0,248000
542,10140,0,7,3,4,144,1680,0,3,1,7,583,0,213250
543,4058,0,7,3,3,584,767,0,1,1,4,367,0,133000
544,17104,0,7,3,4,554,664,832,3,1,7,426,0,179665
545,13837,0,7,3,4,1002,1377,806,4,1,9,786,0,229000
546,8737,0,6,3,3,300,915,720,3,1,6,440,0,210000
547,7244,0,5,3,3,619,768,0,2,1,5,624,0,129500
548,8235,-1,5,3,3,180,825,0,2,1,4,720,0,125000
549,9375,0,7,3,4,0,912,1182,4,1,8,615,0,263000
550,4043,0,6,3,3,559,1069,0,2,1,4,440,0,140000
551,6000,0,5,3,3,308,928,0,3,1,5,288,0,112500
552,11146,0,8,3,4,0,1717,0,3,1,7,908,0,255500
553,8777,0,4,3,3,0,1126,0,2,1,5,520,0,108000
554,10625,0,7,3,4,866,1006,1040,3,1,8,871,0,284000
555,6380,0,5,3,3,0,1048,0,2,1,5,280,0,113000
556,14850,0,5,3,3,895,1092,0,2,1,6,299,0,141000
557,11040,0,4,3,3,637,897,439,3,1,7,570,0,108000
558,21872,0,7,3,3,604,729,717,3,1,6,406,0,175000
559,3196,0,7,3,4,0,1557,0,2,1,7,420,0,234000
560,11341,0,5,3,3,1302,1392,0,3,1,5,528,0,121500
561,10010,0,5,3,3,1071,1389,0,2,1,6,418,0,170000
562,13907,0,5,3,3,290,996,0,3,1,6,0,0,108000
563,21780,0,6,3,3,0,1163,511,4,1,8,396,0,185000
564,13346,0,7,3,4,728,1166,1129,4,1,9,590,0,268000
565,6858,0,6,3,3,0,841,806,4,1,6,216,0,128000
566,11198,0,9,3,4,0,1134,1370,4,1,11,656,0,325000
567,10171,0,7,3,4,2,1535,0,3,1,7,532,0,214000
568,12327,0,8,3,4,1441,1496,636,1,1,5,612,0,316600
569,7032,0,5,3,3,943,943,0,2,1,4,600,0,135960
570,13101,0,5,3,3,231,1728,0,6,2,10,576,0,142600
571,7332,0,6,3,3,414,864,0,2,1,4,288,0,120000
572,13159,0,7,3,3,0,846,846,3,1,6,650,0,224500
573,9967,0,7,3,3,0,774,656,3,1,8,400,0,170000
574,10500,0,5,3,3,349,576,533,3,1,5,288,0,139000
575,8480,0,5,3,3,442,832,384,2,1,6,336,0,118500
576,6292,0,7,3,3,0,877,600,3,1,6,216,0,145000
577,11777,0,5,3,3,328,1320,0,3,1,6,564,0,164500
578,3604,0,7,3,4,0,703,689,2,1,5,540,0,146000
579,12150,0,5,3,3,0,1050,745,4,1,7,352,0,131500
580,14585,0,6,3,3,594,1429,0,3,1,7,572,0,181900
581,12704,0,8,3,5,0,2042,0,3,1,8,1390,0,253293
582,11841,0,6,3,3,816,816,0,3,1,5,0,0,118500
583,13500,1,10,3,5,0,1521,1254,3,1,9,880,0,325000
584,6120,0,4,3,3,0,989,584,3,1,6,240,0,133000
585,11443,0,8,3,4,1460,2028,0,2,1,7,880,0,369900
586,10267,0,6,3,3,210,838,0,2,1,5,275,0,130000
587,8740,0,5,3,3,672,860,0,2,1,4,528,0,137000
588,25095,0,5,1,3,1324,1473,0,1,1,5,452,0,143000
589,9100,-1,5,3,3,0,779,0,2,1,4,308,0,79500
590,8320,0,7,3,4,490,770,812,3,1,6,520,0,185900
591,13478,0,10,3,5,1338,1728,568,3,1,10,842,0,451950
592,6600,0,5,3,3,816,816,0,2,1,4,816,0,138000
593,4435,0,6,3,4,685,848,0,1,1,4,420,0,140000
594,7990,0,5,3,3,0,924,0,3,1,5,280,0,110000
595,11302,0,8,3,4,1422,1826,0,3,1,7,758,0,319000
596,3600,0,6,3,3,0,684,684,3,1,7,216,0,114504
597,3922,0,7,3,4,0,1402,0,2,1,7,648,0,194201
598,12984,0,5,3,3,1283,1647,0,3,1,7,621,0,217500
599,1950,0,6,3,3,81,716,840,3,1,6,452,0,151000
600,10927,0,8,3,4,546,1058,846,3,1,8,736,0,275000
601,9000,0,6,3,3,0,780,595,3,1,6,544,0,141000
602,10041,0,8,3,4,789,927,988,3,1,8,506,0,220000
603,3182,0,7,3,4,0,600,600,2,1,4,480,0,151000
604,12803,0,7,3,4,922,1494,0,3,1,6,530,0,221000
605,13600,0,7,3,3,454,1186,800,3,1,7,486,0,205000
606,12464,0,5,3,3,732,1040,0,3,1,6,576,0,152000
607,7800,0,5,3,3,603,1112,896,3,1,8,230,0,225000
608,12168,0,8,3,3,428,1940,1254,4,1,10,380,0,359100
609,7943,0,4,3,3,903,1029,0,3,1,5,261,0,118500
610,11050,0,9,3,4,904,1476,677,3,1,8,736,0,313000
611,10395,0,6,3,3,605,1032,0,3,1,6,564,0,148000
612,11885,0,8,3,4,990,1299,573,3,1,7,531,0,261500
613,8402,0,5,3,3,206,1120,0,3,1,6,0,0,147000
614,1491,0,4,3,3,150,630,0,1,1,3,0,0,75500
615,8800,0,6,3,3,763,1054,0,3,1,6,480,0,137500
616,7861,0,6,3,4,457,807,702,3,1,7,393,0,183200
617,7227,0,6,3,3,0,832,0,2,1,4,528,0,105500
618,11694,0,9,3,5,48,1828,0,3,1,9,774,0,314813
619,12244,0,8,3,4,871,1482,780,4,1,10,749,0,305000
620,8248,0,3,3,3,41,864,0,2,1,5,0,0,67000
621,10800,0,6,3,3,956,1548,1066,4,1,9,624,0,240000
622,7064,0,5,3,3,560,980,0,3,1,6,484,0,135000
623,2117,0,6,3,4,420,756,756,2,1,4,440,0,168500
624,10400,0,6,3,3,247,1012,778,4,1,8,484,0,165150
625,10000,0,6,3,3,0,1116,0,3,1,5,440,0,160000
626,12342,0,5,3,3,0,1422,0,3,1,6,286,0,139900
627,9600,0,6,3,3,674,1520,0,3,1,7,364,0,153000
628,11606,0,5,3,3,650,1040,1040,5,1,9,504,0,135000
629,9020,0,6,6,3,624,1350,0,3,1,6,520,0,168500
630,9000,0,5,3,3,0,1089,661,3,1,8,240,0,124000
631,4590,0,8,3,4,24,1554,0,2,1,6,627,0,209500
632,11900,0,7,3,3,822,1411,0,3,1,6,544,0,82500
633,9250,0,5,3,3,480,1056,0,3,1,6,260,0,139400
634,6979,0,6,3,3,1056,1056,0,0,2,4,576,0,144000
635,10896,0,6,3,2,256,1440,1440,8,2,14,0,0,200000
636,6120,0,2,3,2,0,800,0,1,1,4,0,0,60000
637,6000,0,5,3,3,0,811,576,3,2,7,256,0,93000
638,8777,0,5,3,3,0,796,0,2,1,4,0,0,85000
639,3982,0,8,3,4,1154,1567,0,1,1,7,648,0,264561
640,12677,0,8,3,5,1218,1518,0,1,1,6,588,0,274000
641,7050,0,7,3,4,738,1057,872,3,1,7,650,0,226000
642,13860,0,8,3,4,1410,2000,704,4,1,9,538,0,345000
643,10793,0,5,3,3,493,780,840,4,1,7,462,0,152000
644,9187,0,9,3,5,1121,1766,0,2,1,7,478,0,370878
645,10530,0,6,3,3,282,981,0,3,1,5,576,0,143250
646,7200,0,5,3,3,0,1048,0,3,1,7,420,0,98300
647,10452,0,6,3,3,500,1094,0,3,1,5,495,0,155000
648,7700,0,6,3,3,0,1051,788,4,1,7,442,0,155000
649,1936,0,4,3,3,131,630,0,1,1,3,0,0,84500
650,8125,0,7,3,4,0,822,843,3,1,7,562,0,205950
651,9084,0,4,3,3,0,755,755,4,1,7,296,0,108000
652,8750,0,7,3,4,0,909,807,2,1,7,512,0,191000
653,10320,0,6,3,3,0,756,713,3,1,7,216,0,135000
654,10437,0,8,3,4,1696,2113,0,2,1,7,839,0,350000
655,1680,0,6,3,3,0,525,567,3,1,6,264,0,88000
656,10007,0,5,3,4,806,1053,0,3,1,5,312,0,145500
657,7200,0,7,3,3,0,851,651,3,1,6,270,0,149000
658,17503,0,6,3,3,0,912,546,3,1,6,330,0,97500
659,9937,0,5,3,3,637,1486,0,3,1,7,480,0,167000
660,12384,0,7,3,3,0,1142,793,3,1,7,550,0,197900
661,46589,0,8,3,4,1361,1686,762,4,1,8,711,0,402000
662,13560,0,6,3,3,0,1392,0,2,1,5,576,0,110000
663,10012,0,4,3,3,920,1181,0,3,1,6,588,0,137500
664,20896,0,8,3,4,1721,2097,0,1,1,8,1134,0,423000
665,11194,0,8,3,4,0,1454,482,3,1,7,504,0,230500
666,18450,0,6,1,3,187,1465,915,3,1,7,596,0,129000
667,8125,0,6,3,3,1138,1679,0,3,1,7,575,0,193500
668,14175,0,5,3,3,988,1437,0,3,1,6,576,0,168000
669,11600,0,4,3,3,0,1180,0,2,1,5,252,0,137500
670,8633,0,6,3,4,193,738,738,3,1,7,540,0,173500
671,6629,0,6,3,3,551,697,672,3,1,6,300,0,103600
672,11250,0,6,3,4,767,1208,0,3,1,6,546,0,165000
673,14442,0,6,3,3,1186,1839,0,3,1,7,416,0,257500
674,9200,0,6,3,3,892,1136,0,3,1,5,384,0,140000
675,2289,0,6,3,3,311,855,586,3,1,7,440,0,148500
676,9600,0,4,3,3,0,1095,679,4,2,8,779,0,87000
677,9022,0,5,3,4,0,792,0,2,1,5,240,0,109500
678,11844,0,8,3,4,0,2046,0,3,1,7,834,0,372500
679,9945,0,5,3,3,827,988,0,3,1,5,572,0,128500
680,8012,0,6,3,3,543,923,0,2,1,5,264,0,143000
681,4500,0,5,3,3,182,848,672,3,1,6,281,0,159434
682,2887,0,6,3,3,1003,1291,0,2,1,6,431,0,173000
683,11248,0,9,3,4,1059,1668,0,3,1,7,702,0,285000
684,16770,0,7,3,4,0,1195,644,4,1,7,486,0,221000
685,5062,0,7,3,4,828,1190,900,3,1,6,577,0,207500
686,10207,0,7,3,4,0,874,887,3,1,7,578,0,227875
687,5105,0,7,3,4,239,551,551,2,1,4,480,0,148800
688,8089,0,8,3,4,945,1419,0,2,1,7,567,0,392000
689,7577,0,6,3,4,20,1362,0,2,1,6,460,0,194700
690,4426,0,6,3,4,697,848,0,1,1,3,420,0,141000
691,21535,0,10,6,5,1455,2444,1872,4,1,10,832,0,755000
692,26178,0,7,3,4,965,1238,1281,4,1,9,628,0,335000
693,5400,0,5,3,3,0,1073,0,2,1,4,326,0,108480
694,6120,0,5,3,3,0,1067,472,3,1,5,576,0,141500
695,13811,0,6,3,3,980,1137,0,2,1,5,551,0,176000
696,6000,0,5,3,3,616,616,0,2,1,4,205,0,89000
697,6420,0,5,3,3,210,1148,0,2,1,6,308,0,123500
698,8450,0,5,3,3,553,894,0,3,1,5,336,0,138500
699,4282,0,7,3,4,16,1391,0,2,1,5,530,0,196000
700,14331,0,8,3,4,1274,1800,0,3,1,7,765,0,312500
701,9600,0,7,3,3,0,1164,0,3,1,6,528,0,140000
702,12438,0,8,3,5,0,1264,1312,4,1,10,666,0,361919
703,7630,0,5,3,3,0,1032,780,4,2,8,672,0,140000
704,8400,0,7,3,4,712,1484,0,3,1,7,606,0,213000
705,5600,0,4,3,2,0,372,720,3,2,7,0,0,55000
706,115149,0,7,3,3,1219,1824,0,2,1,5,739,0,302000
707,6240,0,8,3,4,863,1324,0,2,1,6,550,0,254000
708,9018,0,7,3,4,0,728,728,3,1,8,400,0,179540
709,7162,0,5,3,3,0,904,0,3,1,6,408,0,109900
710,4130,0,3,3,4,0,729,0,2,1,5,0,0,52000
711,8712,0,4,3,3,0,859,319,2,1,7,384,0,102776
712,4671,0,8,3,4,767,1228,0,2,1,5,472,0,189000
713,9873,0,4,3,3,789,960,0,3,1,6,576,0,129000
714,13517,0,6,3,4,533,725,754,3,1,6,475,0,130500
715,10140,0,6,3,3,0,1350,0,3,1,7,478,0,165000
716,10800,0,7,3,3,0,1576,978,3,1,8,704,0,159500
717,10000,0,5,3,3,1084,1178,0,3,1,5,439,0,157000
718,10542,0,7,3,4,1173,1325,1093,3,1,9,983,0,341000
719,9920,0,5,3,3,523,971,0,3,1,5,300,0,128500
720,6563,0,8,3,4,1148,1742,0,2,1,5,564,0,275000
721,4426,0,6,3,4,662,848,0,1,1,3,420,0,143000
722,8120,0,4,3,3,191,864,0,3,1,5,463,0,124500
723,8172,0,4,3,3,0,997,473,4,1,7,548,0,135000
724,13286,0,9,3,5,1234,1698,0,3,1,8,768,0,320000
725,6960,0,4,3,3,375,864,0,3,1,5,660,0,120500
726,21695,0,6,3,4,808,1680,0,3,1,5,540,0,222000
727,7314,0,7,3,4,724,1232,0,2,1,6,632,0,194500
728,11475,0,5,3,3,0,1776,0,4,2,9,888,0,110000
729,6240,0,4,3,3,152,848,0,2,1,5,539,0,103000
730,5389,0,8,3,4,1180,1616,0,2,1,5,608,0,236500
731,9590,0,7,3,4,786,1146,0,3,1,6,438,0,187500
732,11404,0,7,3,4,252,1153,878,3,1,8,541,0,222500
733,10000,0,5,3,3,594,1144,0,3,1,6,264,0,131400
734,8978,0,5,3,3,0,948,0,3,1,6,300,0,108000
735,10800,0,7,3,3,390,880,888,2,1,6,320,0,163000
736,8544,0,3,3,3,0,1040,0,2,2,6,400,0,93500
737,10463,0,8,3,4,0,901,900,3,1,8,800,0,239900
738,10800,0,5,3,3,1200,1200,0,3,1,5,0,0,179000
739,9313,0,7,3,4,0,864,864,3,1,7,572,0,190000
740,9600,0,5,3,3,0,768,664,2,1,7,360,0,132000
741,6768,0,6,3,3,832,912,0,3,1,5,288,0,142000
742,8450,0,7,3,3,0,1349,0,3,1,6,539,0,179000
743,12886,0,5,3,3,444,1464,0,3,1,6,480,0,175000
744,5395,0,8,3,4,733,1337,0,2,1,5,462,0,180000
745,8963,0,8,3,5,575,1175,1540,4,1,11,831,0,299800
746,8795,0,7,3,4,300,980,1276,4,1,8,554,0,236000
747,11700,0,7,3,4,0,1320,1320,4,1,8,864,0,265979
748,10593,0,7,3,4,919,1720,0,3,1,7,527,0,260400
749,8405,0,4,3,3,0,1088,441,4,1,9,240,0,98000
750,8800,0,4,3,3,0,792,348,3,1,7,0,0,96500
751,7750,0,7,3,4,0,660,660,3,1,6,400,0,162000
752,9236,0,6,3,3,1200,1494,0,3,1,6,576,0,217000
753,10240,0,8,3,4,0,1038,1060,3,1,8,878,0,275500
754,7930,0,6,3,3,439,1026,0,3,1,5,440,0,156000
755,3230,0,6,3,3,381,742,729,3,1,6,440,0,172500
756,10769,0,8,3,4,20,866,902,3,1,7,578,0,212000
757,11616,0,6,3,3,438,672,714,3,1,6,440,0,158900
758,2280,0,7,3,3,549,757,744,3,1,6,440,0,179400
759,12257,0,8,3,4,56,1328,1203,4,1,9,752,0,290000
760,9100,0,6,3,3,612,864,0,2,1,5,300,0,127500
761,6911,0,5,3,3,405,1301,0,2,1,5,440,0,100000
762,8640,0,7,3,3,24,764,783,3,1,7,614,0,215200
763,9430,0,8,3,4,1163,1268,1097,3,1,8,856,0,337000
764,9549,0,8,3,4,437,1494,0,2,1,6,481,0,270000
765,14587,0,9,3,4,0,1506,0,2,1,6,592,0,264132
766,10421,0,7,3,3,394,980,734,3,1,7,496,0,196500
767,12508,0,6,3,3,660,983,767,4,1,7,423,0,160000
768,9100,0,7,3,4,24,1836,0,3,1,8,484,0,216837
769,53504,0,8,3,5,1416,1690,1589,4,1,12,841,0,538000
770,7252,0,5,3,3,685,858,0,2,1,5,576,0,134900
771,8877,0,4,3,3,836,1220,0,2,1,6,396,0,102000
772,7819,0,6,3,3,422,1117,0,3,1,6,672,0,107000
773,10150,0,5,3,3,456,912,0,2,1,5,275,0,114500
774,14226,0,8,3,4,0,1973,0,3,1,9,895,0,395000
775,4500,0,6,3,3,866,1204,0,2,1,5,412,0,162000
776,11210,0,7,3,4,20,1614,0,3,1,7,865,0,221500
777,13350,0,5,3,3,762,894,0,3,1,5,440,0,142500
778,8400,0,5,3,3,0,2020,0,4,2,10,630,0,144000
779,10530,0,6,3,3,975,1004,0,2,1,4,504,0,135000
780,7875,0,7,3,3,0,1253,0,3,1,6,402,0,176000
781,7153,0,6,3,4,387,810,793,3,1,7,484,0,175900
782,16285,0,7,3,4,0,1430,0,3,1,6,605,0,187100
783,9101,0,5,3,3,1097,1110,0,1,1,4,602,0,165500
784,6300,0,6,3,3,0,742,742,3,1,9,0,0,128000
785,9790,0,6,3,3,251,1342,0,3,1,7,457,0,161500
786,10800,0,5,3,3,686,966,686,4,1,7,416,0,139000
787,10142,0,7,3,4,656,956,1128,4,1,8,618,0,233000
788,6000,0,4,3,3,0,901,0,2,1,4,281,0,107900
789,12205,0,6,3,3,568,976,1111,5,1,9,444,0,187500
790,3182,0,7,3,4,16,1145,0,2,1,5,397,0,160200
791,11333,0,6,3,3,539,1062,0,3,1,5,539,0,146800
792,9920,0,7,3,4,862,1127,886,3,1,8,455,0,269790
793,9158,0,8,3,4,0,1496,0,3,1,7,474,0,225000
794,10832,0,7,3,4,0,1086,809,3,1,7,409,0,194500
795,8400,0,6,3,3,0,888,676,3,1,7,476,0,171000
796,8197,0,6,3,3,0,1285,0,3,1,7,528,0,143500
797,7677,0,5,3,3,570,773,0,2,1,4,240,0,110000
798,13518,0,9,3,5,0,1966,1174,4,1,11,820,0,485000
799,7200,0,5,3,3,569,981,787,3,1,7,240,0,175000
800,12798,0,6,3,3,462,616,1072,4,1,8,603,0,200000
801,4800,0,4,3,3,197,1196,0,2,1,5,440,0,109900
802,8199,0,7,3,4,648,728,728,3,1,7,410,0,189000
803,13891,0,9,3,5,0,1734,1088,4,1,12,1020,0,582933
804,9000,0,5,3,3,812,1128,0,2,1,5,286,0,118000
805,12274,0,7,3,4,0,1428,0,3,1,6,554,0,227680
806,9750,0,5,3,3,400,980,0,3,1,6,384,0,135500
807,21384,0,5,3,3,1309,1072,504,3,1,6,528,0,223500
808,13400,0,5,3,3,516,1086,0,3,1,6,484,0,159950
809,8100,0,5,3,3,0,1075,1063,2,3,11,360,0,106000
810,10140,0,6,3,3,663,1309,0,3,1,5,484,1,181000
811,4438,0,6,3,4,662,848,0,1,1,4,420,0,144500
812,8712,0,5,3,2,0,1044,0,2,1,4,504,0,55993
813,9750,0,6,3,3,608,1442,0,4,1,7,301,0,157900
814,8248,0,5,3,3,0,686,564,3,1,7,280,0,116000
815,12137,0,7,3,3,0,1661,0,3,1,6,598,0,224900
816,11425,0,5,3,3,486,1008,0,2,1,4,275,0,137000
817,13265,0,8,3,4,1218,1689,0,3,1,7,857,0,271000
818,8816,0,6,3,3,504,1052,0,3,1,6,440,0,155000
819,6371,0,7,3,4,733,1358,0,2,1,6,484,0,224000
820,7226,0,7,3,4,0,798,842,3,1,6,595,0,183000
821,6000,0,4,3,2,0,936,0,2,1,4,576,0,93000
822,12394,0,7,3,4,0,847,886,3,1,7,433,0,225000
823,9900,0,6,3,3,0,944,545,3,1,7,240,0,139500
824,11216,0,8,3,4,0,1489,0,3,1,7,776,0,232600
825,14803,1,10,3,5,1636,2084,0,2,1,7,1220,0,385000
826,6130,0,5,3,3,784,784,0,2,1,5,0,0,109500
827,8529,0,7,3,4,20,1434,0,3,1,6,527,0,189000
828,28698,0,5,1,3,249,1160,966,3,1,7,538,0,185000
829,2544,0,7,3,4,0,520,623,2,1,4,480,0,147400
830,11900,0,6,3,3,1040,1392,0,3,1,6,458,0,166000
831,3180,0,7,3,3,0,520,600,2,1,4,480,0,151000
832,9548,0,7,3,4,483,941,888,3,1,7,613,0,237000
833,10004,0,6,3,3,196,1516,0,3,1,6,472,0,167000
834,7875,0,5,3,3,572,1144,0,3,1,6,456,0,139950
835,9600,0,4,3,3,442,1067,0,2,1,4,436,0,128000
836,8100,0,5,3,3,338,1559,0,2,1,5,812,0,153500
837,1680,0,6,3,3,330,483,504,2,1,5,264,0,100000
838,9525,0,5,3,3,0,1099,0,3,1,6,352,0,144000
839,11767,0,5,3,3,352,768,432,3,1,6,240,0,130500
840,12155,0,6,3,3,156,810,672,4,1,7,400,0,140000
841,10440,0,5,3,3,0,958,581,3,1,8,686,0,157500
